date,Unnamed: 0,Afghanistan,Albania,Algeria,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Belgium,Benin,Bhutan,Bolivia,Bosnia and Herz.,Botswana,Brazil,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Central African Rep.,Chad,China,Colombia,Comoros,Congo,Croatia,Djibouti,Dem. Rep. Congo,Ecuador,Egypt,El Salvador,Eritrea,Ethiopia,France,Gambia,Georgia,Germany,Ghana,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,India,Indonesia,Iran,Iraq,Israel,Italy,Côte d'Ivoire,Jamaica,Jordan,Kenya,eSwatini,Kuwait,Kyrgyzstan,Laos,Lebanon,Lesotho,Liberia,Libya,Madagascar,Malaysia,Mali,Malta,Mauritania,Mexico,Moldova,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,Nicaragua,Niger,Nigeria,Macedonia,Pakistan,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Qatar,Romania,Russia,Rwanda,Saudi Arabia,Senegal,Serbia,Sierra Leone,Solomon Islands,Somalia,South Africa,S. Sudan,Spain,Sri Lanka,Sudan,Sweden,Syria,Tajikistan,Tanzania,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uzbekistan,Venezuela,Yemen,Zambia,Zimbabwe,Dominica,Belize,Antigua & Barbuda,Barbados,Costa Rica,Dominican Rep.,Greece,Malawi
2026-03,0.000000,21.065333,0.000000,0.000000,2.088765,1.980695,0.000000,0.000000,0.000000,0.664483,0.000000,114.075028,0.166121,3.821481,0.000000,0.000000,0.000000,0.000000,10.889148,85.014292,8.353522,4.054487,5.358730,0.000000,20.595593,14.433689,0.000000,138.678498,0.000000,0.000000,0.000000,21.006676,810.986202,23.703395,0.026923,0.000000,0.000000,106.748174,0.095455,0.000000,0.000000,2.396275,0.693511,3.318281,0.804656,0.000000,0.000000,170.238853,3.020161,20.289106,3.907072,4731.185691,10.728008,226.206157,0.000000,2.257027,1.687111,0.000000,6.190816,0.760988,0.000000,0.000000,9.564162,2622.270707,0.000000,2.823333,1.188139,0.000000,0.840025,30.515743,0.074639,0.689096,48.670761,0.000000,0.000000,6.512058,40.937144,0.000000,1.344792,0.000000,0.000000,28.381307,66.635852,0.000000,53.961558,0.000000,0.663158,0.000000,0.000000,5.776686,0.000000,0.929860,0.000000,405.539327,1.015009,0.054929,0.000000,0.000000,0.000000,0.000000,352.534603,2.887500,9.728278,0.000000,0.000000,2640.611452,0.413537,2534.974546,0.407143,0.429445,3.471709,2.263043,4.485219,3.528945,1.606685,2.293557,0.000000,0.838158,0.000000,0.086106,0.422059,0.660674,39.614169,0.000000,0.000000,0.071718,0.275758,0.262500,1.266176,0.401434,1.352143,0.208108,0.416216
2026-04,0.700000,16.801217,0.000000,0.175000,3.350364,1.683382,0.000000,0.000000,0.000000,2.845935,0.000000,238.622817,0.711484,2.084444,0.000000,0.000000,0.000000,0.000000,4.042925,68.095560,8.190004,6.033092,-0.058960,0.000000,9.453441,6.445968,0.000000,104.590444,0.000000,0.000000,0.000000,1.933339,23.138897,11.416469,0.008750,0.000000,0.000000,144.413549,0.000000,0.000000,0.000000,0.606964,0.011524,0.989634,0.286389,0.000000,0.000000,52.992674,1.646774,30.721705,6.569746,3495.420591,9.413752,214.777697,0.000000,16.812297,2.060533,0.000000,9.637027,0.310194,0.000000,0.000000,0.987932,887.657971,0.000000,0.393750,2.352217,0.000000,0.293233,58.638025,0.084886,0.263988,39.728867,0.000000,4.410000,23.315575,65.599003,0.000000,0.076676,0.000000,0.000000,29.194667,220.947661,0.000000,114.983985,0.000000,0.884211,0.000000,1.116500,4.015973,0.000000,1.600513,0.000000,1163.023085,0.530996,0.222620,0.000000,0.000000,0.000000,0.000000,156.292490,0.000000,6.904936,0.000000,0.000000,479.604791,0.058756,213.647974,1.050000,0.182177,0.000000,1.085294,1.700796,0.957872,0.753650,14.251415,0.000000,1.011579,0.000000,0.240182,0.502353,1.270199,41.459072,0.000000,0.000000,0.074697,0.371212,0.000000,1.507059,4.817204,1.109932,0.480541,0.961081
2026-05,1.400000,22.676889,0.000000,0.000000,2.220929,2.119719,0.000000,0.000000,0.000000,0.417239,0.000000,56.497059,0.104310,0.998796,0.000000,0.000000,0.000000,0.000000,0.761104,37.138387,4.151559,22.951515,3.395178,0.000000,28.311447,20.535039,0.000000,122.054911,0.000000,0.000000,0.000000,9.869287,35.909386,21.670740,0.460976,0.000000,0.000000,121.174770,0.451613,0.000000,0.000000,0.501966,0.134783,2.308204,0.205991,0.000000,0.000000,63.303752,2.089516,24.266051,7.159633,1161.895664,10.169017,12.982502,0.000000,0.013243,1.482873,0.000000,3.911175,0.011250,0.000000,0.000000,2.242406,2.941414,0.000000,1.396500,4.679918,0.000000,0.030500,33.034907,0.001330,3.492344,62.312086,0.000000,0.000000,19.353631,82.108390,0.000000,0.002793,0.000000,0.000000,396.032000,176.247855,0.000000,99.852173,0.000000,3.794737,0.000000,0.044211,7.955963,0.000000,0.776635,0.000000,633.887551,0.144991,0.853067,0.000000,0.000000,0.000000,0.000000,201.129998,4.269480,19.853332,0.000000,0.000000,490.728282,0.152379,728.071842,0.242857,0.550325,2.515217,4.611765,1.921416,0.980745,0.455285,18.180487,0.000000,0.688947,0.000000,0.442012,0.386176,0.660674,88.952284,0.000000,0.000000,0.059804,0.185606,4.550000,1.158529,242.666667,3.496315,0.378514,0.757027
2026-06,2.100000,56.980000,0.000000,1.050000,1.825633,0.830569,0.000000,0.000000,0.000000,3.077541,0.000000,152.997044,0.769385,0.781667,0.000000,0.000000,0.000000,0.000000,4.322760,138.267325,3.582932,8.400000,2.159628,0.000000,28.693992,8.926423,0.000000,161.028948,0.000000,0.000000,0.000000,3.691204,1162.291150,3.915334,0.000000,0.000000,0.000000,107.358687,0.067742,0.000000,0.000000,0.161269,0.282342,0.960198,0.063985,0.000000,0.000000,18.464935,2.811290,32.852474,2.860961,2090.157089,15.757536,82.820405,0.000000,0.000000,0.000000,0.000000,5.512207,0.200000,0.000000,0.000000,0.771671,1.470707,0.000000,0.137667,5.642603,0.000000,0.685714,53.692489,0.099718,1.159190,41.388761,0.000000,0.000000,22.857043,50.179041,0.000000,0.186276,0.000000,0.000000,199.926162,258.475645,0.000000,108.999721,0.000000,2.873684,0.000000,0.175000,5.626541,0.000000,0.226933,0.000000,60.349815,0.077460,0.420815,0.000000,0.000000,0.000000,0.000000,292.422478,0.000000,45.472438,0.000000,0.000000,291.041856,1.623739,260.102565,0.000000,0.333806,1.112500,5.730588,2.945409,1.208941,0.681265,47.735170,1.458333,0.170395,0.000000,0.268798,0.161029,2.625647,63.706735,0.000000,0.000000,0.047201,0.556818,0.087500,0.483088,0.050179,1.724268,0.066216,0.132432
2026-07,2.800000,22.792000,0.000000,0.000000,0.351648,0.680026,0.000000,0.000000,0.000000,1.174194,0.000000,111.421837,0.293548,17.370370,0.000000,0.000000,0.000000,0.000000,4.233784,38.723021,2.327278,7.000000,2.711909,0.000000,30.493957,14.127685,0.000000,76.034283,0.000000,0.000000,0.000000,2.067120,90.398021,18.042058,0.013462,0.000000,0.000000,111.341597,0.115868,0.000000,0.000000,4.082047,0.017286,1.090736,0.852997,0.000000,0.000000,75.205479,1.370968,31.460218,6.795627,1953.153920,13.082315,177.328568,0.000000,1.414189,0.000000,0.000000,4.215848,0.000000,0.000000,0.000000,1.505859,8.824242,0.000000,0.028000,2.164489,0.000000,0.019351,55.298436,0.012424,0.643453,65.849825,0.000000,1.143333,26.730128,98.744076,0.000000,0.108818,0.000000,0.000000,307.178667,193.488338,0.000000,144.795120,0.000000,6.521053,0.000000,0.000000,25.934235,0.000000,0.287405,0.000000,20.379120,0.415892,0.112179,0.000000,0.000000,0.000000,0.000000,133.648129,3.850000,40.189215,0.000000,0.000000,481.110577,0.448354,98.823196,29.050000,0.708178,0.125352,0.450000,6.837908,1.133033,0.708163,76.559792,0.000000,0.110526,0.000000,0.384262,0.000000,2.906966,140.807711,0.000000,0.000000,0.063928,0.912121,0.000000,0.000000,4.867384,3.218106,0.217568,0.435135
2026-08,3.500000,13.332870,0.000000,0.525000,1.416226,0.690426,0.000000,0.000000,0.000000,0.749093,0.000000,105.131058,0.187273,0.000000,0.000000,0.000000,0.000000,0.000000,1.911891,79.865002,3.400612,1.569697,1.410653,0.000000,49.003546,13.795983,0.000000,93.187830,0.000000,0.000000,0.000000,12.973089,167.180294,14.919352,0.004375,0.000000,0.000000,228.817666,2.159873,0.000000,0.000000,0.754061,0.023048,3.635814,0.273609,0.000000,0.000000,0.660674,5.564516,40.359394,4.533485,6147.183236,3.394182,94.471052,0.000000,1.267568,3.030036,0.000000,4.268279,0.000000,0.000000,0.000000,7.318372,1.470707,0.000000,0.187833,1.797628,0.000000,0.609163,52.546112,0.493859,0.827416,60.465674,0.000000,0.272222,37.906776,51.035180,0.000000,0.048089,0.000000,0.000000,120.438783,251.287622,0.000000,163.891681,0.000000,0.073684,0.000000,0.442105,11.031176,0.000000,0.172651,0.000000,748.626719,0.332025,0.174501,0.000000,0.000000,0.000000,0.000000,88.662192,14.530330,20.497761,0.000000,0.000000,717.872249,0.054438,38.544319,0.700000,0.285493,1.522133,1.500000,2.241305,1.039070,0.647825,36.395875,164.659091,0.000000,0.000000,0.921760,0.043344,4.624719,109.384479,0.000000,0.000000,0.005957,0.190909,0.175000,0.130031,5.000000,6.392464,0.189189,0.378378
2026-09,4.200000,33.957778,0.000000,0.525000,0.015926,0.607517,0.000000,0.000000,0.000000,2.102017,0.000000,249.830676,0.525504,3.517500,0.000000,0.000000,0.000000,0.000000,0.669925,46.924269,2.863128,1.045205,3.390193,0.000000,21.035390,10.541939,0.000000,39.703829,0.000000,0.000000,0.000000,19.212475,2206.542513,22.181388,0.000000,0.000000,0.000000,190.354912,1.719778,0.000000,0.000000,0.035486,0.000000,0.965170,0.063381,0.000000,0.000000,30.671511,0.050000,32.297670,9.348138,1221.422210,7.598811,169.043563,0.000000,23.801892,0.013258,0.000000,3.249240,0.007317,0.000000,0.000000,6.930234,0.000000,0.000000,2.856583,0.995612,0.000000,0.025792,47.850365,0.169826,1.464066,48.941992,0.000000,0.816667,59.693800,32.379717,0.000000,0.315218,0.000000,0.000000,318.947728,190.839603,0.000000,282.146074,0.000000,6.300000,0.000000,0.000000,11.200698,0.000000,0.209661,0.000000,453.607649,1.641697,0.088005,0.000000,0.000000,0.000000,0.000000,23.706895,0.058629,35.644889,0.000000,0.000000,605.469682,0.162585,260.466519,0.000000,0.003224,0.000000,4.555882,2.080613,3.206826,0.156504,19.869774,0.000000,0.073684,0.000000,0.959824,0.000000,4.935875,80.497081,0.000000,0.000000,0.048347,0.074242,0.087500,0.000000,11.240143,8.401186,0.000000,0.000000
2026-10,4.900000,4.374222,0.000000,1.575000,0.491701,0.757157,0.000000,0.000000,0.000000,2.840385,0.000000,187.332353,0.710096,3.821481,0.000000,0.000000,0.000000,0.000000,3.632167,37.954813,6.534845,28.404444,7.293132,0.000000,24.918640,45.617890,0.000000,69.041648,0.000000,0.000000,0.000000,28.348022,4665.224323,27.138209,0.000000,0.000000,0.000000,302.290883,3.898697,0.000000,0.000000,1.290062,0.028810,0.436394,0.419436,0.000000,0.000000,26.880452,0.000000,35.025642,5.970027,139.495219,11.799055,93.256080,0.000000,1.752838,1.907434,0.000000,4.963628,0.225000,0.000000,0.000000,1.929396,1.470707,0.000000,0.349417,3.083218,0.000000,0.518228,36.079096,0.207275,0.540014,58.750212,0.000000,2.177778,47.398107,60.462044,0.000000,0.202213,0.000000,0.000000,104.405748,308.961056,0.000000,169.284740,0.000000,2.100000,0.000000,0.000000,4.384439,0.000000,0.159089,0.000000,89.035866,0.145110,0.900535,0.000000,0.000000,0.000000,0.000000,131.437067,0.025127,35.511051,0.000000,0.000000,754.997923,0.195373,291.539565,0.350000,0.256307,0.376056,2.891176,3.699404,2.601786,0.320122,14.456481,164.659091,0.000000,0.000000,0.748495,0.000000,2.774831,76.878714,0.000000,0.000000,0.033453,0.121970,0.175000,0.000000,-0.050179,5.498297,0.000000,0.000000
2026-11,5.600000,6.216000,0.000000,0.175000,1.287757,0.069909,0.000000,0.000000,0.000000,11.077724,0.000000,725.262408,2.769431,1.737037,0.000000,0.000000,0.000000,0.000000,1.339399,-27.428424,4.768840,0.933333,2.223840,0.000000,19.400839,9.730252,0.000000,69.347833,0.000000,0.000000,0.000000,23.295737,354.075401,6.884788,0.000000,0.000000,0.000000,148.213167,0.000000,0.000000,0.000000,0.680188,0.598433,0.618751,0.482505,0.000000,0.000000,16.843924,0.150000,27.982109,8.442183,1224.784555,1.865171,101.167442,0.000000,25.207568,0.013258,0.000000,10.918082,0.018750,0.000000,0.000000,5.629739,0.000000,0.000000,0.709333,0.290172,0.000000,0.592000,4.611598,0.053081,0.662387,59.753578,0.000000,2.177778,25.162667,35.870981,0.000000,0.777907,0.000000,0.000000,188.188122,211.019791,0.000000,156.256336,0.000000,65.100000,0.000000,0.000000,9.247341,0.000000,0.575159,0.000000,92.916043,0.166500,0.202297,0.000000,0.000000,0.000000,0.000000,288.306768,0.000000,27.322643,0.000000,0.000000,296.207039,0.002065,371.474731,0.000000,0.088873,0.125352,0.947059,1.091199,0.467216,0.433943,15.155694,329.318182,0.000000,0.000000,0.545271,0.000000,4.475535,54.749293,0.000000,0.000000,0.048748,0.365909,0.000000,0.000000,0.200717,3.958346,0.000000,0.000000
2026-12,6.300000,27.951981,0.000000,0.078750,0.460210,0.534141,0.000000,0.000000,0.000000,2.991935,0.000000,154.375735,0.747984,4.342593,0.000000,0.000000,0.000000,0.000000,2.364128,-18.934899,5.476398,2.248485,7.724207,0.000000,131.432233,5.720507,0.000000,69.518794,0.000000,0.000000,0.000000,28.517896,240.319612,32.856324,0.087500,0.000000,0.000000,116.355561,0.028283,0.000000,0.000000,0.595989,0.040335,1.113303,10.601794,0.000000,0.000000,35.137741,0.075000,29.289438,7.833442,207989.582810,6.932457,136.845098,0.000000,204.050946,2.840181,0.000000,3.768211,0.000000,0.000000,0.000000,7.051445,0.000000,0.000000,0.065917,0.479040,0.000000,0.877143,-3.418213,0.133370,0.232891,54.580892,0.000000,3.266667,35.625061,34.837416,0.000000,0.398971,0.000000,0.000000,109.483081,210.804532,0.000000,130.490522,0.000000,50.400000,0.000000,0.044211,13.397570,0.000000,0.170385,0.000000,100.478274,0.158059,0.665368,0.000000,0.000000,0.000000,0.000000,298.484856,3.866751,15.945725,0.000000,0.000000,238.772087,0.617133,170.798568,0.000000,0.115613,0.250704,0.444118,2.401813,0.690708,0.153492,38.407446,0.000000,0.009211,0.000000,0.483107,0.000000,0.907894,14.729299,0.000000,0.000000,0.040957,0.190909,0.000000,0.000000,-0.100358,6.712033,0.000000,0.000000
