date,Afghanistan,Albania,Algeria,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Belgium,Benin,Bhutan,Bolivia,Bosnia and Herz.,Botswana,Brazil,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Central African Rep.,Chad,China,Colombia,Comoros,Congo,Croatia,Djibouti,Dem. Rep. Congo,Ecuador,Egypt,El Salvador,Eritrea,Ethiopia,France,Gambia,Georgia,Germany,Ghana,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,India,Indonesia,Iran,Iraq,Israel,Italy,Côte d'Ivoire,Jamaica,Jordan,Kenya,eSwatini,Kuwait,Kyrgyzstan,Laos,Lebanon,Lesotho,Liberia,Libya,Madagascar,Malaysia,Mali,Malta,Mauritania,Mexico,Moldova,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,Nicaragua,Niger,Nigeria,Macedonia,Pakistan,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Qatar,Romania,Russia,Rwanda,Saudi Arabia,Senegal,Serbia,Sierra Leone,Solomon Islands,Somalia,South Africa,S. Sudan,Spain,Sri Lanka,Sudan,Sweden,Syria,Tajikistan,Tanzania,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uzbekistan,Venezuela,Yemen,Zambia,Zimbabwe
2026-02,18.765301,0.0,1.1575,3.645325,3.604637,0.0,0.0,0.0,4.37324,0.0,14.68855,1.09331,42.21,0.0,0.0,0.0,0.0,21.966607,256.209005,5.199791,10.044282,21.576867,0.0,17.90819,7.9528,0.0,80.713398,0.0,0.0,0.0,6.312346,114.499008,13.341487,0.059747,0.0,0.0,128.250775,1.195545,0.0,0.0,2.821359,0.987753,2.173634,0.924573,0.0,0.0,25.260074,0.024083,37.511441,3.238347,10380.97039,1.481833,776.703979,0.0,6.975,0.061868,0.0,6.63019,0.080476,0.0,0.0,3.881112,23.740902,0.0,0.253772,0.020417,0.0,0.186751,25.628781,0.113819,0.352624,230.383718,0.0,2.931624,22.353475,126.667158,0.0,0.82895,0.0,0.0,92.692231,672.464995,0.0,177.618353,0.0,32.898462,0.0,0.189079,8.818,0.0,2.011579,0.0,130.580322,2.945718,0.212374,0.0,0.0,0.0,0.0,486.266879,0.0,39.851022,0.0,0.0,588.253974,0.380769,3713.789363,0.0,0.06001,3.51335,28.417717,14.038811,2.445314,0.375254,1.513546,4283.75936,0.0,0.0,1.681882,0.589144,1.630853,33.822157,0.0,0.0
2026-03,14.375446,0.0,0.741724,3.191127,0.727056,0.0,0.0,0.0,2.375327,0.0,49.342123,0.593832,0.0,0.0,0.0,0.0,0.0,22.963031,148.281273,2.927282,13.71261,22.128403,0.0,21.045648,5.383979,0.0,120.836759,0.0,0.0,0.0,13.972471,88.584429,15.443302,0.183385,0.0,0.0,132.38571,0.703032,0.0,0.0,0.378731,0.730123,0.407441,0.138214,0.0,0.0,15.666816,0.083523,33.988131,33.652817,5253.13485,3.76702,330.485735,0.0,0.0,0.868933,0.0,8.667686,0.005303,0.0,0.0,1.475406,116.311071,0.0,0.103625,0.18375,0.0,0.020009,50.32963,0.023299,0.207231,192.206164,0.0,0.0,17.364663,130.580496,0.0,0.148847,0.0,0.0,129.303696,550.890606,0.0,162.432616,0.0,14.086154,0.0,0.0,9.595071,0.0,0.39474,0.0,287.525326,1.265999,0.086076,0.0,0.0,0.0,0.0,411.04176,0.495,66.501495,0.0,0.0,355.540927,3.5,65.1,0.1,0.124136,0.031192,49.072059,2.961933,2.789688,0.594004,7.715388,4318.955967,0.0,0.0,1.362477,0.2532,0.110112,84.094687,0.0,0.0
2026-04,45.769458,0.0,0.257328,5.727979,3.866706,0.0,0.0,0.0,1.805952,0.0,19.982633,0.451488,3.908333,0.0,0.0,0.0,0.0,24.495761,181.474268,4.544857,15.654545,24.565409,0.0,150.014549,57.416535,0.0,87.553149,0.0,0.0,0.0,6.144363,115.237329,36.024587,0.0,0.0,0.0,147.859176,0.55,0.0,0.0,0.937117,2.079129,0.418223,0.311531,0.0,0.0,28.427605,4.164278,39.605419,45.53925,1675.543312,4.233023,290.213802,0.0,0.0,0.844707,0.0,6.491041,0.083884,0.0,0.0,1.456453,31.899249,0.0,0.401825,2.317292,0.0,0.569412,60.444336,0.144248,0.155428,262.942906,0.0,0.0,36.282536,129.336069,0.0,0.198476,0.0,0.0,51.864458,529.339387,0.0,145.112476,0.0,34.606154,0.0,0.845,6.500375,0.0,0.489226,0.0,239.929804,0.935965,0.57137,0.0,0.0,0.0,0.0,307.198825,11.715,40.43031,0.0,0.0,712.630324,0.0,72.181667,0.0,0.329676,1.390653,1.72701,6.335817,2.045676,0.583333,9.291508,6544.023717,0.0,0.0,3.727205,0.187193,3.817228,157.335803,0.0,0.0
2026-05,19.074084,0.0,0.0,2.642705,0.348275,0.0,0.0,0.0,2.649547,0.0,4.526412,0.662387,2.93125,0.0,0.0,0.0,0.0,16.177824,244.586411,1.568432,4.2,25.522847,0.0,75.508604,19.438042,0.0,87.087208,0.0,0.0,0.0,3.39274,108.520493,47.739143,0.000236,0.0,0.0,145.595436,0.590625,0.0,0.0,0.326271,0.838594,1.080731,0.104405,0.0,0.0,102.338309,3.394839,43.493893,13.546359,6282.472976,7.250591,335.761424,0.0,0.25,0.022959,0.0,8.1838,0.151136,0.0,0.0,0.636579,60.060116,0.0,0.348895,0.663542,0.0,0.59867,38.884767,0.039754,0.167341,196.333947,0.0,0.816667,19.742301,121.394058,0.0,0.33563,0.0,0.0,111.501589,599.962575,0.0,210.078602,0.0,11.035385,0.0,0.315789,6.805003,0.0,0.336612,0.0,892.38689,0.421569,0.123475,0.0,0.0,0.0,0.0,758.011438,16.271538,43.93836,0.0,0.0,643.277008,0.0,65.1,0.425,0.109819,72.268634,3.115686,1.507061,3.525295,0.63313,25.147895,8131.185015,0.0,0.0,6.198437,0.084314,0.110112,40.059796,0.0,0.0
2026-06,45.496986,0.0,0.225,2.928518,1.726122,0.0,0.0,0.0,6.646898,0.0,73.569957,1.661725,0.0,0.0,0.0,0.0,0.0,33.644642,144.045983,4.596127,0.7,25.575648,0.0,35.485316,12.978315,0.0,119.565639,0.0,0.0,0.0,8.483285,88.642007,12.444636,0.081667,0.0,0.0,150.294911,1.141615,0.0,0.0,1.366297,0.953532,3.196167,0.450505,0.0,0.0,201.409765,5.863704,37.711118,5.826407,3845.273946,11.662856,278.512318,0.0,0.0,0.003356,0.0,5.071657,0.052066,0.0,0.0,2.322594,59.024226,0.0,0.318463,0.646645,0.0,0.037742,61.696187,0.368635,1.261527,255.082084,0.0,5.172222,16.86366,99.995299,0.0,0.055745,0.0,0.0,113.343299,453.825273,0.0,172.931637,0.0,17.704615,0.0,0.12,6.499261,0.0,0.912037,0.0,177.439329,0.189223,0.131896,0.0,0.0,0.0,0.0,219.835217,24.078661,19.678647,0.0,0.0,459.043763,0.149279,914.9,0.0,0.285564,0.145221,0.525,62.12745,3.388661,0.291667,37.748007,5335.80113,0.0,0.0,2.797749,0.037845,0.550562,58.054132,0.0,0.0
2026-07,25.806973,0.0,0.0225,3.602033,2.708187,0.0,0.0,0.0,7.443203,0.0,16.764236,1.860801,0.0,0.0,0.0,0.0,0.0,18.972582,233.492798,4.121081,0.509091,19.628094,0.0,22.620794,33.430952,0.0,84.313887,0.0,0.0,0.0,5.598453,187.817669,9.761324,0.13,0.0,0.0,145.212819,2.793286,0.0,0.0,0.709859,0.890942,2.487267,0.23494,0.0,0.0,5.158003,0.474621,31.251823,5.022254,3191.096554,16.402127,406.40947,0.0,0.0,0.005051,0.0,8.772892,0.052323,0.0,0.0,1.209915,19.772367,0.0,0.110133,0.571667,0.0,0.06405,21.584298,0.137522,0.511253,216.384273,0.0,2.177778,22.239361,110.332907,0.0,0.206096,0.0,0.0,443.166244,619.740659,0.0,214.073538,0.0,74.510769,0.0,0.0,10.110617,0.0,1.780713,0.0,78.424856,0.38172,0.059829,0.0,0.0,0.0,0.0,366.329932,9.811154,22.768392,0.0,0.0,951.792874,0.66851,120.521739,0.0,0.111367,1.319959,0.7,3.096256,6.435855,0.416159,20.226464,3654.766545,0.0,0.0,1.286679,0.076344,1.87191,47.697425,0.0,0.0
2026-08,14.083469,0.0,0.795,1.16081,1.137795,0.0,0.0,0.0,7.865255,0.0,4.477436,1.966314,0.0,0.0,0.0,0.0,0.0,20.922558,142.606987,5.301549,0.7,26.959438,0.0,14.66113,8.39285,0.0,60.533096,0.0,0.0,0.0,6.423663,85.107481,10.862784,0.128333,0.0,0.0,162.646771,6.730136,0.0,0.0,0.670224,0.502265,0.552909,0.254258,0.0,0.0,27.13034,0.200688,33.966942,2.926583,5777.367635,10.827011,606.097438,0.0,0.0,0.113598,0.0,13.816115,0.004656,0.0,0.0,0.147598,131.665175,0.0,0.269768,2.055278,0.0,0.214648,38.907942,0.33597,0.688805,224.565705,0.0,2.177778,15.334824,99.848816,0.0,0.990386,0.0,0.0,318.340028,533.902395,0.0,187.563229,0.0,17.390769,0.0,0.0,10.920288,0.0,7.338047,0.0,317.540698,1.142105,0.573887,0.0,0.0,0.0,0.0,266.954851,4.175769,30.278908,0.0,0.0,458.888641,0.80625,99.551351,0.0875,0.05,0.108916,4.265196,0.010694,10.076414,0.337907,8.704755,3466.884807,0.0,0.0,1.086867,0.228421,2.422472,53.91423,0.0,0.0
2026-09,21.440463,0.0,2.5725,7.364169,1.47715,0.0,0.0,0.0,9.02027,0.0,0.741986,2.255068,2.93125,0.0,0.0,0.0,0.0,26.002748,215.530771,5.722347,0.0,22.510473,0.0,52.897057,3.250045,0.0,94.272649,0.0,0.0,0.0,8.241232,108.463943,23.102189,0.720236,0.0,0.0,102.48488,4.794524,0.0,0.0,0.42984,0.960742,1.75948,0.109294,0.0,0.0,44.492988,0.066288,27.987116,3.478743,3428.259171,11.354707,379.654011,0.0,0.875,0.51204,0.0,8.235433,0.0,0.0,0.0,0.579961,19.243222,0.0,0.629214,0.781505,0.0,0.073949,26.401227,0.238881,0.55549,212.644881,0.0,3.266667,74.91216,101.928126,0.0,0.222882,0.0,0.0,321.615547,483.726976,0.0,192.268925,0.0,23.736923,0.0,0.031579,7.496354,0.0,4.064429,0.0,355.533655,0.6596,0.122198,0.0,0.0,0.0,0.0,207.873198,5.574264,9.972175,0.0,0.0,195.185995,1.18125,65.1,0.0,0.169497,0.103803,3.373039,0.320833,5.979516,0.263211,7.745462,3483.451218,0.0,0.0,0.937336,0.13192,3.853933,34.827927,0.0,0.0
2026-10,33.623844,0.0,0.825,2.584075,0.31618,0.0,0.0,0.0,15.717228,0.0,4.421477,3.929307,6.644167,0.0,0.0,0.0,0.0,24.988188,107.608304,7.91764,0.0,19.636969,0.0,103.030426,12.283111,0.0,72.682537,0.0,0.0,0.0,33.017937,93.712444,8.346407,0.115347,0.0,0.0,131.412706,1.3125,0.0,0.0,0.199152,0.661237,1.913068,0.064339,0.0,0.0,30.826625,0.408601,35.216728,3.567727,12791.614378,15.018609,465.917764,0.0,2.625,0.213634,0.0,8.89545,0.0,0.0,0.0,0.302257,601.26511,0.0,0.868955,19.351597,0.0,0.205119,23.337242,0.34365,1.160574,194.749129,0.0,3.266667,15.363621,98.975391,0.0,0.661463,0.0,0.0,313.397287,549.186094,0.0,236.411237,0.0,31.966154,0.0,0.0,13.032935,0.0,2.364277,0.0,290.347683,0.217111,0.225243,0.0,0.0,0.0,0.0,196.598289,9.011904,63.579563,0.0,0.0,314.821445,0.548798,360.682609,0.0,0.076415,6.205251,1.104902,3.6344,2.967029,1.960925,6.873821,4795.827893,0.0,0.0,2.928455,0.043422,2.532584,74.14698,0.0,0.0
2026-11,48.212917,0.0,2.79,1.76058,0.055927,0.0,0.0,0.0,20.837751,0.0,8.025516,5.209438,0.0,0.0,0.0,0.0,0.0,23.638855,142.862747,4.452255,2.545455,18.811098,0.0,81.521069,2.125187,0.0,75.860257,0.0,0.0,0.0,32.449357,102.522118,28.17487,0.203333,0.0,0.0,138.099174,1.246875,0.0,0.0,0.612168,1.005249,2.335901,0.19675,0.0,0.0,57.527977,0.666284,33.210929,4.978668,2334.135675,5.534788,241.028225,0.0,0.0,0.561584,0.0,9.40369,0.0,0.0,0.0,34.536054,235.421249,0.0,0.372375,38.111111,0.0,0.093376,15.852523,0.279752,0.55133,204.054274,0.0,2.722222,14.62122,109.316733,0.0,0.496346,0.0,0.0,232.663309,462.232509,0.0,174.964376,0.0,35.64,0.0,0.0,7.197912,0.0,4.144009,0.0,319.348165,0.539305,0.256868,0.0,0.0,0.0,0.0,142.512424,0.020102,30.068032,0.0,0.0,551.472677,0.121875,65.1,0.0,0.154814,0.036305,0.518137,1.067733,4.129857,0.762957,19.321585,6374.476753,0.0,0.0,1.973921,0.107861,14.906684,35.602616,0.0,0.0
